Time,Density,MomentumX,MomentumY,MomentumZ,EnergyStagnationDensity,muTilde
0.00000000000000E+00000, 0.17426926126099E-00009, 0.38512602929291E+00006, 0.98377005489030E+00002, 0.00000000000000E+00000, 0.29382286893455E+00008, 0.25740814653483E+00000
