408
-1.00000000000000000e-02 1.225000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 0.000000000000000000e+00 2.343963000000000000e+07
0.000000000000000000e+00 1.225000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 0.000000000000000000e+00 2.343963000000000000e+07
2.280799999999999915e-05 1.225000000000000089e+00 2.985884999999999789e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 9.852889999999999782e-05 2.439505000000000000e+06
4.756579999999999782e-05 1.225000000000000089e+00 6.099265000000000381e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 9.894896000000000681e-04 5.987321999999999534e+05
7.321419999999999437e-05 1.225000000000000089e+00 9.485945000000000071e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 4.265276999999999610e-03 2.356737000000000116e+05
1.010903999999999969e-04 1.225000000000000089e+00 1.299746000000000068e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 1.208676000000000021e-02 1.306353000000000029e+05
1.299119000000000055e-04 1.225000000000000089e+00 1.674390999999999963e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 2.810684999999999920e-02 8.605349000000000524e+04
1.608195999999999942e-04 1.225000000000000089e+00 2.052346000000000004e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.531185999999999742e-02 6.238943000000000029e+04
1.924515000000000123e-04 1.225000000000000089e+00 2.432929999999999815e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 9.577554000000000622e-02 4.752727999999999884e+04
2.259659999999999978e-04 1.225000000000000089e+00 2.792140999999999984e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 1.458664000000000072e-01 3.777498999999999796e+04
2.601451999999999974e-04 1.225000000000000089e+00 3.128651000000000071e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 2.011819999999999997e-01 3.083634999999999854e+04
2.962754000000000060e-04 1.225000000000000089e+00 3.430467999999999851e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 2.552644000000000024e-01 2.576393999999999869e+04
3.332553999999999942e-04 1.225000000000000089e+00 3.704871999999999943e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 3.056466999999999934e-01 2.182538999999999942e+04
3.723959999999999900e-04 1.225000000000000089e+00 3.949085000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 3.499288999999999872e-01 1.874343000000000029e+04
4.125652000000000052e-04 1.225000000000000089e+00 4.171537999999999968e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 3.885816000000000270e-01 1.624021999999999935e+04
4.550574999999999846e-04 1.225000000000000089e+00 4.371559999999999668e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 4.214417999999999775e-01 1.421153000000000065e+04
4.988011000000000311e-04 1.225000000000000089e+00 4.556142999999999610e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 4.497045000000000070e-01 1.251877000000000044e+04
5.450640000000000519e-04 1.225000000000000089e+00 4.724565000000000126e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 4.736677000000000248e-01 1.111346999999999935e+04
5.927060999999999528e-04 1.225000000000000089e+00 4.881757999999999598e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 4.942904000000000186e-01 9.919354999999999563e+03
6.430319999999999786e-04 1.225000000000000089e+00 5.027051000000000158e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.118941999999999659e-01 8.909168999999999869e+03
6.948978999999999660e-04 1.225000000000000089e+00 5.164087000000000316e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.271536000000000000e-01 8.037219000000000051e+03
7.495595999999999986e-04 1.225000000000000089e+00 5.292012999999999856e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.402860000000000440e-01 7.288487000000000080e+03
8.058976999999999937e-04 1.225000000000000089e+00 5.413668999999999620e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.517587000000000463e-01 6.633747999999999593e+03
8.651632999999999503e-04 1.225000000000000089e+00 5.528211999999999904e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.617172000000000276e-01 6.064113000000000284e+03
9.262282999999999628e-04 1.225000000000000089e+00 5.637845999999999691e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.704766999999999477e-01 5.560542999999999665e+03
9.903443999999999095e-04 1.225000000000000089e+00 5.741791000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.781349999999999545e-01 5.117525999999999840e+03
1.056372999999999991e-03 1.225000000000000089e+00 5.841794000000000153e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.849071999999999605e-01 4.722266999999999825e+03
1.125569000000000092e-03 1.225000000000000089e+00 5.937145000000000117e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.908598000000000461e-01 4.371222999999999956e+03
1.196784999999999906e-03 1.225000000000000089e+00 6.029262000000000121e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 5.961423000000000139e-01 4.055543000000000120e+03
1.271276999999999911e-03 1.225000000000000089e+00 6.117505999999999666e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.008010000000000295e-01 3.772878999999999905e+03
1.347890999999999933e-03 1.225000000000000089e+00 6.203045999999999616e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.049415999999999682e-01 3.516954000000000178e+03
1.427885999999999956e-03 1.225000000000000089e+00 6.285312000000000232e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.085973999999999551e-01 3.286164999999999964e+03
1.510103000000000053e-03 1.225000000000000089e+00 6.365282999999999802e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.118438000000000487e-01 3.075965000000000146e+03
1.595793999999999989e-03 1.225000000000000089e+00 6.442445000000000199e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.147051999999999516e-01 2.885244999999999891e+03
1.683802000000000085e-03 1.225000000000000089e+00 6.517633000000000010e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.172368999999999772e-01 2.710630999999999858e+03
1.775359999999999916e-03 1.225000000000000089e+00 6.590371000000000201e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.194568000000000296e-01 2.551364000000000033e+03
1.869325999999999930e-03 1.225000000000000089e+00 6.661392000000000202e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.214056999999999498e-01 2.404869999999999891e+03
1.966933000000000136e-03 1.225000000000000089e+00 6.730272000000000254e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.230978999999999823e-01 2.270601000000000113e+03
2.067030999999999990e-03 1.225000000000000089e+00 6.797640999999999600e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.245631999999999850e-01 2.146592999999999847e+03
2.170856999999999995e-03 1.225000000000000089e+00 6.863120000000000331e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.258129999999999526e-01 2.032438000000000102e+03
2.277223000000000094e-03 1.225000000000000089e+00 6.927241000000000426e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.268690000000000095e-01 1.926651000000000067e+03
2.387401999999999840e-03 1.225000000000000089e+00 6.989682000000000173e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.277411000000000518e-01 1.828884999999999991e+03
2.500201000000000073e-03 1.225000000000000089e+00 7.050914999999999822e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.284454000000000429e-01 1.737980000000000018e+03
2.616862000000000181e-03 1.225000000000000089e+00 7.110632999999999981e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.289900000000000491e-01 1.653691000000000031e+03
2.736220000000000145e-03 1.225000000000000089e+00 7.169266000000000361e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.293870000000000298e-01 1.575075000000000045e+03
2.859500999999999970e-03 1.225000000000000089e+00 7.226528000000000063e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.296433000000000169e-01 1.501953999999999951e+03
2.985526000000000065e-03 1.225000000000000089e+00 7.282803000000000360e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.297675999999999830e-01 1.433576999999999998e+03
3.115549000000000009e-03 1.225000000000000089e+00 7.337843000000000337e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.297663999999999485e-01 1.369789999999999964e+03
3.248357999999999801e-03 1.225000000000000089e+00 7.391976999999999798e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.296452999999999633e-01 1.309999000000000024e+03
3.385205000000000072e-03 1.225000000000000089e+00 7.444982000000000433e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.294106999999999896e-01 1.254079999999999927e+03
3.524908000000000208e-03 1.225000000000000089e+00 7.497164999999999857e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.290658999999999557e-01 1.201538000000000011e+03
3.668685999999999996e-03 1.225000000000000089e+00 7.548314000000000412e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.286165999999999698e-01 1.152285000000000082e+03
3.815343000000000120e-03 1.225000000000000089e+00 7.598697999999999730e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.280651000000000428e-01 1.105915999999999940e+03
3.966141999999999758e-03 1.225000000000000089e+00 7.648139999999999716e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.274161999999999795e-01 1.062345000000000027e+03
4.119859000000000021e-03 1.225000000000000089e+00 7.696879000000000026e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.266709999999999781e-01 1.021248000000000047e+03
4.277719000000000139e-03 1.225000000000000089e+00 7.744740000000000180e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.258344999999999603e-01 9.825605000000000473e+02
4.438550999999999781e-03 1.225000000000000089e+00 7.791954999999999742e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.013250000000000000e+05 6.249065000000000314e-01 9.459985000000000355e+02
